# lat	lon	dist
31.472311	-115.264575	6.526954e+01
31.472311	-115.253931	6.467082e+01
31.472311	-115.243287	6.408231e+01
31.472311	-115.232643	6.350429e+01
31.472311	-115.221998	6.293706e+01
31.472311	-115.211354	6.238090e+01
31.472311	-115.200710	6.183612e+01
31.472311	-115.190066	6.130302e+01
31.472311	-115.179421	6.078191e+01
31.472311	-115.168777	6.027309e+01
31.472311	-115.158133	5.977689e+01
31.472311	-115.147489	5.929361e+01
31.472311	-115.136845	5.882359e+01
31.472311	-115.126200	5.836712e+01
31.472311	-115.115556	5.792455e+01
31.472311	-115.104912	5.749619e+01
31.472311	-115.094268	5.708235e+01
31.472311	-115.083624	5.668336e+01
31.472311	-115.072979	5.629953e+01
31.472311	-115.062335	5.593118e+01
31.472311	-115.051691	5.557861e+01
31.472311	-115.041047	5.524212e+01
31.472311	-115.030402	5.492201e+01
31.472311	-115.019758	5.461857e+01
31.472311	-115.009114	5.433208e+01
31.472311	-114.998470	5.406281e+01
31.472311	-114.987826	5.381101e+01
31.472311	-114.977181	5.357693e+01
31.472311	-114.966537	5.336081e+01
31.472311	-114.955893	5.316286e+01
31.472311	-114.945249	5.298329e+01
31.472311	-114.934604	5.282228e+01
31.472311	-114.923960	5.268001e+01
31.472311	-114.913316	5.255662e+01
31.472311	-114.902672	5.245226e+01
31.472311	-114.892028	5.236703e+01
31.472311	-114.881383	5.230102e+01
31.472311	-114.870739	5.225432e+01
31.472311	-114.860095	5.222697e+01
31.481309	-115.764853	9.628434e+01
31.481309	-115.754209	9.560032e+01
31.481309	-115.743565	9.492202e+01
31.481309	-115.732921	9.424956e+01
31.481309	-115.722277	9.356761e+01
31.481309	-115.711632	9.287513e+01
31.481309	-115.700988	9.218842e+01
31.481309	-115.690344	9.150760e+01
31.481309	-115.679700	9.083281e+01
31.481309	-115.669056	9.016101e+01
31.481309	-115.658411	8.946535e+01
31.481309	-115.647767	8.877564e+01
31.481309	-115.637123	8.809201e+01
31.481309	-115.626479	8.741459e+01
31.481309	-115.615834	8.674355e+01
31.481309	-115.605190	8.605828e+01
31.481309	-115.594546	8.536547e+01
31.481309	-115.583902	8.467894e+01
31.481309	-115.573258	8.399884e+01
31.481309	-115.562613	8.332533e+01
31.481309	-115.551969	8.265110e+01
31.481309	-115.541325	8.195484e+01
31.481309	-115.530681	8.126506e+01
31.481309	-115.520036	8.058194e+01
31.481309	-115.509392	7.990563e+01
31.481309	-115.498748	7.923633e+01
31.481309	-115.488104	7.854705e+01
31.481309	-115.477460	7.785390e+01
31.481309	-115.466815	7.716764e+01
31.481309	-115.456171	7.648846e+01
31.481309	-115.445527	7.581655e+01
31.481309	-115.434883	7.513277e+01
31.481309	-115.424239	7.443590e+01
31.481309	-115.413594	7.374617e+01
31.481309	-115.402950	7.306379e+01
31.481309	-115.392306	7.238896e+01
31.481309	-115.381662	7.172189e+01
31.481309	-115.371017	7.103393e+01
31.481309	-115.360373	7.034043e+01
31.481309	-115.349729	6.965457e+01
31.481309	-115.339085	6.897657e+01
31.481309	-115.328441	6.830666e+01
31.481309	-115.317796	6.764509e+01
31.481309	-115.307152	6.699210e+01
31.481309	-115.296508	6.634795e+01
31.481309	-115.285864	6.571289e+01
31.481309	-115.275219	6.508720e+01
31.481309	-115.264575	6.447114e+01
31.481309	-115.253931	6.386499e+01
31.481309	-115.243287	6.326904e+01
31.481309	-115.232643	6.268358e+01
31.481309	-115.221998	6.210891e+01
31.481309	-115.211354	6.154532e+01
31.481309	-115.200710	6.099314e+01
31.481309	-115.190066	6.045265e+01
31.481309	-115.179421	5.992420e+01
31.481309	-115.168777	5.940809e+01
31.481309	-115.158133	5.890464e+01
31.481309	-115.147489	5.841420e+01
31.481309	-115.136845	5.793708e+01
31.481309	-115.126200	5.747363e+01
31.481309	-115.115556	5.702416e+01
31.481309	-115.104912	5.658902e+01
31.481309	-115.094268	5.616854e+01
31.481309	-115.083624	5.576306e+01
31.481309	-115.072979	5.537289e+01
31.481309	-115.062335	5.499836e+01
31.481309	-115.051691	5.463981e+01
31.481309	-115.041047	5.429754e+01
31.481309	-115.030402	5.397186e+01
31.481309	-115.019758	5.366308e+01
31.481309	-115.009114	5.337149e+01
31.481309	-114.998470	5.309737e+01
31.481309	-114.987826	5.284099e+01
31.481309	-114.977181	5.260262e+01
31.481309	-114.966537	5.238250e+01
31.481309	-114.955893	5.218086e+01
31.481309	-114.945249	5.199791e+01
31.481309	-114.934604	5.183386e+01
31.481309	-114.923960	5.168888e+01
31.481309	-114.913316	5.156314e+01
31.481309	-114.902672	5.145677e+01
31.481309	-114.892028	5.136989e+01
31.481309	-114.881383	5.130262e+01
31.481309	-114.870739	5.125501e+01
31.481309	-114.860095	5.122713e+01
31.481309	-114.849451	5.121901e+01
31.481309	-114.838807	5.123065e+01
31.490308	-115.786142	9.692097e+01
31.490308	-115.775498	9.624912e+01
31.490308	-115.764853	9.555434e+01
31.490308	-115.754209	9.486513e+01
31.490308	-115.743565	9.418160e+01
31.490308	-115.732921	9.350389e+01
31.490308	-115.722277	9.283211e+01
31.490308	-115.711632	9.214782e+01
31.490308	-115.700988	9.145571e+01
31.490308	-115.690344	9.076947e+01
31.490308	-115.679700	9.008921e+01
31.490308	-115.669056	8.941509e+01
31.490308	-115.658411	8.874104e+01
31.490308	-115.647767	8.804572e+01
31.490308	-115.637123	8.735645e+01
31.490308	-115.626479	8.667335e+01
31.490308	-115.615834	8.599659e+01
31.490308	-115.605190	8.532631e+01
31.490308	-115.594546	8.463846e+01
31.490308	-115.583902	8.394605e+01
31.490308	-115.573258	8.326003e+01
31.490308	-115.562613	8.258056e+01
31.490308	-115.551969	8.190780e+01
31.490308	-115.541325	8.123110e+01
31.490308	-115.530681	8.053519e+01
31.490308	-115.520036	7.984589e+01
31.490308	-115.509392	7.916336e+01
31.490308	-115.498748	7.848779e+01
31.490308	-115.488104	7.781936e+01
31.490308	-115.477460	7.712719e+01
31.490308	-115.466815	7.643448e+01
31.490308	-115.456171	7.574879e+01
31.490308	-115.445527	7.507032e+01
31.490308	-115.434883	7.439926e+01
31.490308	-115.424239	7.371272e+01
31.490308	-115.413594	7.301623e+01
31.490308	-115.402950	7.232703e+01
31.490308	-115.392306	7.164533e+01
31.490308	-115.381662	7.097134e+01
31.490308	-115.371017	7.030529e+01
31.490308	-115.360373	6.961404e+01
31.490308	-115.349729	6.892101e+01
31.490308	-115.339085	6.823579e+01
31.490308	-115.328441	6.755860e+01
31.490308	-115.317796	6.688970e+01
31.490308	-115.307152	6.622933e+01
31.490308	-115.296508	6.557774e+01
31.490308	-115.285864	6.493522e+01
31.490308	-115.275219	6.430202e+01
31.490308	-115.264575	6.367842e+01
31.490308	-115.253931	6.306472e+01
31.490308	-115.243287	6.246119e+01
31.490308	-115.232643	6.186815e+01
31.490308	-115.221998	6.128588e+01
31.490308	-115.211354	6.071472e+01
31.490308	-115.200710	6.015496e+01
31.490308	-115.190066	5.960693e+01
31.490308	-115.179421	5.907096e+01
31.490308	-115.168777	5.854738e+01
